Designator,Mid X,Mid Y,Rotation,Layer
D1,64.7,-57.025,270.0,top
D2,68.7,-31.125,180.0,top
FB1,121.8625,-60.475,180.0,top
FB3,91.385,-106.6625,270.0,top
J1,84.87,-126.425,90.0,bottom
J2,119.9,-132.05,0.0,top
J3,105.9,-132.905,180.0,bottom
J4,114.5,-36.87,180.0,bottom
J5,90.64,-109.725,0.0,bottom
J6,62.14,-44.685,180.0,top
J7,79.02,-36.665,180.0,top
Q1,104.7,-85.2,90.0,top
Q2,122.9,-77.3,180.0,top
R1,106.4,-89.5,0.0,top
R10,122.61,-127.625,180.0,top
R11,105.7,-49.325,270.0,top
R12,123.7,-49.325,270.0,top
R13,71.4,-97.995,180.0,top
R14,121.8625,-67.975,180.0,top
R15,116.2,-49.325,270.0,top
R16,121.8625,-66.475,180.0,top
R17,71.4,-96.495,180.0,top
R18,71.4,-94.995,180.0,top
R19,111.7,-49.325,270.0,top
R2,123.3,-79.9,180.0,top
R20,107.2,-49.325,270.0,top
R21,120.7,-49.325,90.0,top
R22,117.7,-49.325,90.0,top
R23,115.0,-70.05,180.0,top
R24,113.8,-80.925,90.0,top
R25,109.32,-80.925,90.0,top
R26,108.82,-69.325,270.0,top
R27,110.32,-69.325,270.0,top
R28,71.4,-93.495,180.0,top
R29,112.3625,-53.5,270.0,top
R3,60.525,-97.69,0.0,top
R30,108.7,-49.325,270.0,top
R31,71.4,-91.995,180.0,top
R32,71.4,-90.495,180.0,top
R33,60.475,-87.03,0.0,top
R34,95.81,-112.0,270.0,top
R35,71.4,-89.015,180.0,top
R36,71.4,-87.515,180.0,top
R37,71.4,-86.015,180.0,top
R38,65.52,-130.825,180.0,top
R39,71.4,-84.515,180.0,top
R4,110.9,-97.95,90.0,top
R40,71.4,-83.015,180.0,top
R41,71.4,-81.515,180.0,top
R42,97.31,-112.0,270.0,top
R43,65.2,-110.0,270.0,top
R44,84.3,-90.025,90.0,top
R45,69.9,-68.7,90.0,top
R46,84.2,-54.175,270.0,top
R47,98.3,-54.4,270.0,top
R48,98.3,-88.025,90.0,top
R49,117.5,-109.9,270.0,top
R5,109.4,-97.95,90.0,top
R50,95.01,-115.825,180.0,top
R51,94.205,-117.4,0.0,top
R52,92.705,-127.2,270.0,top
R53,91.205,-127.2,270.0,top
R54,100.23,-117.4,0.0,top
R55,98.01,-115.825,0.0,top
R56,98.61,-127.175,270.0,top
R57,97.105,-127.175,270.0,top
R58,69.92,-131.625,180.0,top
R59,105.22,-105.925,180.0,top
R6,71.4,-99.495,180.0,top
R60,76.32,-118.725,90.0,top
R61,105.22,-108.425,180.0,top
R7,117.71,-127.625,0.0,top
R8,107.82,-80.925,270.0,top
R9,113.2,-49.325,90.0,top
RV1,72.4,-133.925,90.0,bottom
SW1,59.7,-122.125,90.0,top
SW2,59.7,-130.975,90.0,top
SW3,119.95,-107.225,0.0,bottom
SW4,100.8,-51.465,0.0,bottom
SW5,86.8,-51.465,0.0,bottom
SW6,100.8,-90.225,0.0,bottom
SW7,86.8,-90.225,0.0,bottom
SW8,72.423,-70.928,0.0,bottom
SW9,67.7,-107.225,0.0,bottom
U1,95.785,-105.9625,90.0,top
U10,92.705,-121.9,270.0,top
U11,98.605,-121.9,270.0,top
U12,75.685,-113.45,90.0,top
U13,73.2,-60.7,0.0,top
U2,114.8,-89.725,180.0,top
U3,113.4,-62.425,270.0,top
U4,101.387514,-80.965,90.0,bottom
U5,66.025,-94.49,180.0,top
U6,68.6,-45.725,270.0,top
U7,121.3,-100.425,270.0,top
U8,66.025,-83.95,180.0,top
U9,91.35,-37.925,180.0,bottom
Y1,116.3,-80.95,270.0,top
Y2,114.9,-72.55,0.0,top
